synthetic_id,class,stage,concentration_uM,duration_s,replicate_1_early_disp_30s,replicate_2_early_disp_30s,biomarker_replicate_status,early_displacement_30s,true_endpoint_delta_f,success_or_fail,intentionally_divergent
SYN_PROBE_CLEAN_PCA3_TARGET_0012,CLEAN_PCA3_TARGET,probe,5.0,145.15601306980017,-28.951958025391214,8.268218509088765,DIVERGENT_REPLICATES,-10.341869758151224,-14.191946960627664,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0013,CLEAN_PCA3_TARGET,probe,40.0,240.96246994652535,77.10193895383671,19.737626266134335,DIVERGENT_REPLICATES,48.41978260998552,49.47009692767083,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0014,CLEAN_PCA3_TARGET,probe,10.0,192.80629745710365,-105.05207700419666,-89.51123386690622,CONCORDANT,-97.28165543555144,-100.53028391786599,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0015,CLEAN_PCA3_TARGET,probe,10.0,167.9060840139199,-90.73650368083025,-96.87955633713469,CONCORDANT,-93.80803000898247,-96.03291264671014,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0016,CLEAN_PCA3_TARGET,probe,10.0,113.30282939673488,-95.3286092012989,-88.54680434865513,CONCORDANT,-91.93770677497702,-92.93402112149747,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0017,CLEAN_PCA3_TARGET,probe,10.0,240.9516155599878,-43.969501310699805,14.427033658509734,DIVERGENT_REPLICATES,-14.771233826095035,-13.03518282738343,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0018,CLEAN_PCA3_TARGET,probe,10.0,62.24337426890635,-445.03449755785323,-347.7897912273705,CONCORDANT,-396.4121443926118,-394.2180956275881,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0019,CLEAN_PCA3_TARGET,probe,10.0,145.58970989713896,-125.7140470889521,-61.25401091908865,DIVERGENT_REPLICATES,-93.48402900402037,-93.1451533455715,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0020,CLEAN_PCA3_TARGET,probe,5.0,199.0820257642401,-116.77071741584864,-96.51213531061023,CONCORDANT,-106.64142636322944,-107.40779202313976,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0021,CLEAN_PCA3_TARGET,probe,40.0,187.99165836914457,16.68632951004718,-82.50034759445623,DIVERGENT_REPLICATES,-32.90700904220452,-34.49531590896045,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0022,CLEAN_PCA3_TARGET,probe,10.0,152.3692876869528,-11.500217167544676,-32.851541200057774,DIVERGENT_REPLICATES,-22.175879183801225,-20.5620985020135,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0023,CLEAN_PCA3_TARGET,probe,10.0,227.92285667641391,76.77486205701442,-27.29073254174409,DIVERGENT_REPLICATES,24.742064757635163,26.462977150628213,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0024,CLEAN_PCA3_TARGET,probe,5.0,138.09059298525537,9.206634423507486,8.776332754290177,CONCORDANT,8.99148358889883,10.305360407568216,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0025,CLEAN_PCA3_TARGET,probe,5.0,154.61516232395053,-390.834367301699,-335.19829568645764,CONCORDANT,-363.0163314940783,-367.27778005146115,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0026,CLEAN_PCA3_TARGET,probe,5.0,163.64762201001605,-340.90941261784633,-181.03231838457003,CONCORDANT,-260.9708655012082,-262.6036429315556,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0027,CLEAN_PCA3_TARGET,probe,5.0,151.1763980121624,-40.46528177332537,-98.70069765456654,DIVERGENT_REPLICATES,-69.58298971394595,-70.46195240655587,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0028,CLEAN_PCA3_TARGET,probe,10.0,69.72441811830706,31.309655769349465,-63.55553729388709,DIVERGENT_REPLICATES,-16.12294076226881,-17.93856700785056,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0029,CLEAN_PCA3_TARGET,probe,20.0,122.71896585797698,42.58207603169506,-16.120737398262815,DIVERGENT_REPLICATES,13.230669316716122,13.086664459723137,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0030,CLEAN_PCA3_TARGET,probe,10.0,155.39771300858797,-73.59902356687682,-84.89574484534783,CONCORDANT,-79.24738420611233,-77.97955726321953,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0031,CLEAN_PCA3_TARGET,probe,5.0,218.7573502374912,7.495358167576306,-120.56024893255703,DIVERGENT_REPLICATES,-56.532445382490366,-56.17102608836774,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0032,CLEAN_PCA3_TARGET,probe,10.0,167.0183296527888,-68.94590714763744,-85.83162613576177,CONCORDANT,-77.3887666416996,-78.8467091545829,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0033,CLEAN_PCA3_TARGET,probe,20.0,166.0867822056494,-8.163748260654728,-104.16194876245564,DIVERGENT_REPLICATES,-56.16284851155518,-56.00270133049973,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0034,CLEAN_PCA3_TARGET,probe,10.0,164.92497950470545,-109.7837335768241,-57.6522796142062,CONCORDANT,-83.71800659551515,-84.0249904572068,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0035,CLEAN_PCA3_TARGET,probe,5.0,188.8204393647718,-258.8826638690235,-202.13895803415926,CONCORDANT,-230.51081095159137,-229.66436742925356,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0036,CLEAN_PCA3_TARGET,probe,10.0,191.26161010669657,-83.77208792772558,-136.52943914524664,CONCORDANT,-110.15076353648611,-110.76290799362116,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0037,CLEAN_PCA3_TARGET,probe,10.0,227.03858500485384,-7.462621168181121,16.19166082777827,DIVERGENT_REPLICATES,4.364519829798575,7.138023399158747,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0038,CLEAN_PCA3_TARGET,probe,40.0,146.10572967418102,-52.2401780107325,-92.67113219371586,CONCORDANT,-72.45565510222418,-73.10791228601906,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0039,CLEAN_PCA3_TARGET,probe,10.0,158.7785604782713,-402.7526814029924,-320.1984830799066,CONCORDANT,-361.4755822414495,-370.0656883824012,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0040,CLEAN_PCA3_TARGET,probe,5.0,215.6232595413897,-86.12872870051663,-139.44770266651756,CONCORDANT,-112.7882156835171,-113.00153687320568,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0041,CLEAN_PCA3_TARGET,probe,10.0,184.8346663508338,-134.56554684018658,-56.51873975269749,DIVERGENT_REPLICATES,-95.54214329644203,-97.41668162268377,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0042,CLEAN_PCA3_TARGET,probe,10.0,236.11609213936825,-15.339652089206028,-86.3384309855291,DIVERGENT_REPLICATES,-50.839041537367564,-48.94758507760661,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0043,CLEAN_PCA3_TARGET,probe,5.0,94.92691588403339,46.84462445931028,24.96247990887668,CONCORDANT,35.903552184093485,33.925138593894324,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0044,CLEAN_PCA3_TARGET,probe,10.0,118.62103613264459,-355.2891422844286,-340.50205519973696,CONCORDANT,-347.89559874208277,-348.208029011666,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0045,CLEAN_PCA3_TARGET,probe,10.0,238.78593286035323,21.969182916055487,57.694081912568365,DIVERGENT_REPLICATES,39.831632414311926,44.95504988990696,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0046,CLEAN_PCA3_TARGET,probe,5.0,205.37966286700876,-18.36671767541481,51.70075618303008,DIVERGENT_REPLICATES,16.667019253807634,18.462051380369132,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0047,CLEAN_PCA3_TARGET,probe,5.0,90.76654822270147,-23.103078103283448,-13.817505104216158,CONCORDANT,-18.460291603749802,-18.917796473481946,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0048,CLEAN_PCA3_TARGET,probe,10.0,178.88208201915612,-297.13501910481125,-360.5820540057853,CONCORDANT,-328.8585365552983,-327.1961311321753,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0049,CLEAN_PCA3_TARGET,probe,10.0,178.88966350224044,-71.34389904821391,4.079497424145176,DIVERGENT_REPLICATES,-33.63220081203437,-32.06464948801683,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0050,CLEAN_PCA3_TARGET,probe,5.0,234.55746435110393,-42.16245331875046,-51.812204162265466,CONCORDANT,-46.98732874050796,-45.48472411312726,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0051,CLEAN_PCA3_TARGET,probe,10.0,182.27323301953953,-19.396633742858043,-138.85665182619405,DIVERGENT_REPLICATES,-79.12664278452604,-80.49790218898228,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0052,CLEAN_PCA3_TARGET,probe,0.5,160.7730300143508,54.161684370977596,3.7940879966968,DIVERGENT_REPLICATES,28.9778861838372,29.2957175928705,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0053,CLEAN_PCA3_TARGET,probe,40.0,207.27404436038918,-14.548630955147495,-27.532355336924955,CONCORDANT,-21.040493146036226,-20.82059556512971,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0054,CLEAN_PCA3_TARGET,probe,10.0,190.23503907455444,-97.45074696890198,35.47593956564222,DIVERGENT_REPLICATES,-30.98740370162988,-32.75520150317598,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0055,CLEAN_PCA3_TARGET,probe,40.0,234.12593382196056,-41.20358493377583,-39.55966423667337,CONCORDANT,-40.3816245852246,-38.93143173796495,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0056,CLEAN_PCA3_TARGET,probe,1.0,120.43841828130313,30.942566137619067,-47.769572745496326,DIVERGENT_REPLICATES,-8.41350330393863,-9.824607992827818,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0057,CLEAN_PCA3_TARGET,probe,10.0,161.6706183455438,-57.78936701959583,-33.36801861592555,CONCORDANT,-45.57869281776069,-47.37549427345108,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0058,CLEAN_PCA3_TARGET,probe,1.0,100.97197915676804,36.62821496374718,-82.99193382214267,DIVERGENT_REPLICATES,-23.181859429197743,-23.906849669431928,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0059,CLEAN_PCA3_TARGET,probe,10.0,187.05390951338958,-198.8828306068593,-133.8736521911455,CONCORDANT,-166.3782413990024,-165.28352961787525,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0060,CLEAN_PCA3_TARGET,probe,10.0,163.84910398966937,-361.7518673249438,-355.48153295383264,CONCORDANT,-358.61670013938823,-363.84692385924575,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0061,CLEAN_PCA3_TARGET,probe,40.0,198.94222673508304,16.474294787216458,-27.673282581668126,DIVERGENT_REPLICATES,-5.599493897225834,-5.543831968132489,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0062,CLEAN_PCA3_TARGET,probe,10.0,230.06695815849557,-193.00717200893843,-159.27463770154603,CONCORDANT,-176.14090485524224,-179.07258198974014,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0063,CLEAN_PCA3_TARGET,probe,5.0,195.32778903705503,13.356312010586961,91.19913016627713,DIVERGENT_REPLICATES,52.277721088432045,56.48224553545669,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0064,CLEAN_PCA3_TARGET,probe,10.0,159.19307271247675,27.388140479423072,71.89480408083591,DIVERGENT_REPLICATES,49.64147228012949,52.578217064106894,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0065,CLEAN_PCA3_TARGET,probe,10.0,174.7122060454505,-48.86091159778686,-40.97827441330652,CONCORDANT,-44.91959300554669,-43.48480414563193,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0066,CLEAN_PCA3_TARGET,probe,5.0,206.34258446410212,-53.91343803339345,-81.19543450735175,CONCORDANT,-67.5544362703726,-68.18351181310868,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0067,CLEAN_PCA3_TARGET,probe,10.0,173.4426642762713,-23.144346113940635,-24.659833099170314,CONCORDANT,-23.902089606555474,-27.77067054636964,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0068,CLEAN_PCA3_TARGET,probe,10.0,190.436230037218,-63.29670955469976,-7.5996321758066046,DIVERGENT_REPLICATES,-35.44817086525318,-33.27747635270048,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0069,CLEAN_PCA3_TARGET,probe,20.0,170.431500941134,-68.8003181784669,26.35020216752751,DIVERGENT_REPLICATES,-21.22505800546969,-22.41040498508549,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0070,CLEAN_PCA3_TARGET,probe,10.0,211.67059506951617,-160.0977122018895,-143.65670887951293,CONCORDANT,-151.8772105407012,-151.91999645049884,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0071,CLEAN_PCA3_TARGET,probe,10.0,239.5739477890437,-30.01194013170267,-67.894289204137,DIVERGENT_REPLICATES,-48.953114667919834,-50.946058742711486,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0072,CLEAN_PCA3_TARGET,probe,10.0,185.04381409498092,-76.21301800180922,-7.403092390238334,DIVERGENT_REPLICATES,-41.80805519602377,-42.61995198940156,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0073,CLEAN_PCA3_TARGET,probe,10.0,124.4314281003357,-80.78014504714207,-37.96769514453371,DIVERGENT_REPLICATES,-59.37392009583789,-61.88876296218008,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0074,CLEAN_PCA3_TARGET,probe,10.0,186.40173130964172,-35.79336411924783,-155.03789992762745,DIVERGENT_REPLICATES,-95.41563202343764,-96.6657579488445,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0075,CLEAN_PCA3_TARGET,probe,20.0,205.05167478930576,-101.50431176636887,-74.8812618853453,CONCORDANT,-88.19278682585708,-91.87288124171897,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0076,CLEAN_PCA3_TARGET,probe,10.0,185.27806852136078,-29.00648657334285,-135.7495155706411,DIVERGENT_REPLICATES,-82.37800107199197,-83.09059958807687,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0077,CLEAN_PCA3_TARGET,probe,0.5,129.79140389993182,-0.35727117791852414,60.63117517903336,DIVERGENT_REPLICATES,30.136952000557418,30.713186916579666,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0078,CLEAN_PCA3_TARGET,probe,5.0,62.239481093327775,-54.742410245456334,11.752370932895225,DIVERGENT_REPLICATES,-21.495019656280554,-20.056037456515845,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0079,CLEAN_PCA3_TARGET,probe,10.0,185.01411830948783,-77.69605921461329,-68.5719919381436,CONCORDANT,-73.13402557637843,-72.957020359734,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0080,CLEAN_PCA3_TARGET,probe,10.0,187.3754357024528,56.429541433826344,-110.82713138095005,DIVERGENT_REPLICATES,-27.198794973561853,-27.531794301120478,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0081,CLEAN_PCA3_TARGET,probe,10.0,179.30840634593875,-179.24010788774766,-135.93551168844678,CONCORDANT,-157.58780978809722,-157.94193385815467,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0082,CLEAN_PCA3_TARGET,probe,10.0,159.15318144481617,-104.35524659507581,-85.86102290268823,CONCORDANT,-95.10813474888202,-94.46128869838859,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0083,CLEAN_PCA3_TARGET,probe,1.0,178.35852772710808,-82.2356835699224,-68.01586221327534,CONCORDANT,-75.12577289159887,-73.84472912422751,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0084,CLEAN_PCA3_TARGET,probe,0.5,222.83584031979572,-54.04354739947496,-48.518694776831,CONCORDANT,-51.28112108815298,-50.67090016771391,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0085,CLEAN_PCA3_TARGET,probe,10.0,101.33120202934398,-45.575584883244645,-84.1011745073321,CONCORDANT,-64.83837969528838,-68.12164901738763,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0086,CLEAN_PCA3_TARGET,probe,5.0,210.96062019918452,16.994221408178756,27.870451757228754,CONCORDANT,22.432336582703755,22.400088224908732,FAILURE,False
SYN_PROBE_CLEAN_PCA3_TARGET_0087,CLEAN_PCA3_TARGET,probe,40.0,149.90041229861893,-140.4608530948843,-89.47650647208415,CONCORDANT,-114.96867978348422,-117.22534025850298,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0088,CLEAN_PCA3_TARGET,probe,10.0,203.14428590499995,-77.4712180913963,-16.879288338892895,DIVERGENT_REPLICATES,-47.17525321514459,-47.52503847978188,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0089,CLEAN_PCA3_TARGET,probe,10.0,50.58540668340991,-80.01631154760724,-85.24784028980815,CONCORDANT,-82.6320759187077,-82.45825788140482,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0090,CLEAN_PCA3_TARGET,probe,40.0,205.1051697180941,-26.251094264465156,6.126539119862168,DIVERGENT_REPLICATES,-10.062277572301493,-10.639793099762198,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0091,CLEAN_PCA3_TARGET,probe,10.0,162.03461143829935,-205.67980225923347,-148.6648471845168,CONCORDANT,-177.17232472187513,-178.88052908680038,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0092,CLEAN_PCA3_TARGET,probe,10.0,212.5206325677275,-164.0369197842938,-140.96473578400864,CONCORDANT,-152.50082778415123,-155.28910500214369,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0093,CLEAN_PCA3_TARGET,probe,10.0,159.8269543867833,-389.9899362145728,-254.0845523622992,CONCORDANT,-322.037244288436,-326.27212924738205,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0094,CLEAN_PCA3_TARGET,probe,10.0,50.00821319517196,-54.47308138348634,28.80315205882138,DIVERGENT_REPLICATES,-12.83496466233248,-11.699295324224856,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0095,CLEAN_PCA3_TARGET,probe,10.0,174.12599498857406,-156.5221574231103,-89.66669507559185,CONCORDANT,-123.09442624935107,-131.79024557542968,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0096,CLEAN_PCA3_TARGET,probe,20.0,176.5764681050766,-6.12682010449498,-24.783473755055873,DIVERGENT_REPLICATES,-15.455146929775427,-15.121772068951834,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0097,CLEAN_PCA3_TARGET,probe,10.0,172.92752310701772,-45.912819752043106,-16.39194864634429,DIVERGENT_REPLICATES,-31.152384199193698,-30.998919592551562,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0098,CLEAN_PCA3_TARGET,probe,10.0,158.32644815730382,-70.19709590927694,-87.46896402676994,CONCORDANT,-78.83302996802344,-81.71229077961553,SUCCESS,False
SYN_PROBE_CLEAN_PCA3_TARGET_0099,CLEAN_PCA3_TARGET,probe,10.0,191.62437724401534,36.601744196782164,-71.9045813659161,DIVERGENT_REPLICATES,-17.65141858456697,-20.11735302617668,SUCCESS,False
SYN_PROBE_DEFECTIVE_CHIP_0000_FORCED_DIVERGENT,DEFECTIVE_CHIP,probe,10.0,197.95942461699977,14.35850730447902,-0.010365447540750288,DIVERGENT_REPLICATES,7.174070928469135,29.542257191848737,FAILURE,True
SYN_PROBE_DEFECTIVE_CHIP_0001_FORCED_DIVERGENT,DEFECTIVE_CHIP,probe,5.0,220.3392474883019,9.974692193090018,0.032245887353101466,DIVERGENT_REPLICATES,5.003469040221559,25.780448597196713,FAILURE,True
SYN_PROBE_DEFECTIVE_CHIP_0002,DEFECTIVE_CHIP,probe,10.0,188.05385062463932,17.1165299872501,8.254034142077838,DIVERGENT_REPLICATES,12.68528206466397,22.057660102366846,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0003,DEFECTIVE_CHIP,probe,10.0,65.37704137238855,79.17816328620287,133.16526366842604,CONCORDANT,106.17171347731446,147.19918277212537,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0004,DEFECTIVE_CHIP,probe,5.0,68.74337371882719,44.13668863351253,-10.380112558048692,DIVERGENT_REPLICATES,16.878288037731917,26.257512539166537,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0005,DEFECTIVE_CHIP,probe,40.0,176.6231458284189,85.7277209769194,39.396323831546816,DIVERGENT_REPLICATES,62.562022404233105,102.21795584317795,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0006,DEFECTIVE_CHIP,probe,10.0,157.90373231511893,19.368520982837616,1.252735303738299,DIVERGENT_REPLICATES,10.310628143287957,18.961544335366995,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0007,DEFECTIVE_CHIP,probe,10.0,105.85964507325428,91.61421622981736,19.53528531974078,DIVERGENT_REPLICATES,55.57475077477907,86.41480864352332,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0008,DEFECTIVE_CHIP,probe,40.0,222.82593717703594,-1.5748184684467534,19.125485185067678,DIVERGENT_REPLICATES,8.775333358310462,17.630071877081512,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0009,DEFECTIVE_CHIP,probe,10.0,224.4877705053602,66.12248873033693,75.77281649145566,CONCORDANT,70.94765261089628,115.30906991719436,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0010,DEFECTIVE_CHIP,probe,10.0,157.25265370323083,24.431151356407817,51.18709026366891,DIVERGENT_REPLICATES,37.809120810038365,61.857092670972435,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0011,DEFECTIVE_CHIP,probe,10.0,153.81028838050608,10.585933680478394,18.508379318341706,CONCORDANT,14.54715649941005,20.16523519300103,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0012,DEFECTIVE_CHIP,probe,10.0,124.21431933672173,-56.67136073211346,-38.8040240907826,CONCORDANT,-47.73769241144803,-74.52450856803652,SUCCESS,False
SYN_PROBE_DEFECTIVE_CHIP_0013,DEFECTIVE_CHIP,probe,5.0,95.78897964619381,-31.280995361588637,24.026324295028928,DIVERGENT_REPLICATES,-3.6273355332798545,-3.638775975357749,SUCCESS,False
SYN_PROBE_DEFECTIVE_CHIP_0014,DEFECTIVE_CHIP,probe,40.0,102.42951119222474,15.075938697888114,19.86957146070045,CONCORDANT,17.47275507929428,25.715179716015072,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0015,DEFECTIVE_CHIP,probe,10.0,155.2955385115381,48.54940116624945,-12.182613007843324,DIVERGENT_REPLICATES,18.183394079203065,30.650733182185434,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0016,DEFECTIVE_CHIP,probe,20.0,179.24214613849375,-28.6886913964874,-9.612989094208732,DIVERGENT_REPLICATES,-19.150840245348064,-34.868268012940554,SUCCESS,False
SYN_PROBE_DEFECTIVE_CHIP_0017,DEFECTIVE_CHIP,probe,10.0,86.62474215341726,14.217354231185327,-3.956971268141081,DIVERGENT_REPLICATES,5.1301914815221235,7.696975576328323,FAILURE,False
SYN_PROBE_DEFECTIVE_CHIP_0018,DEFECTIVE_CHIP,probe,10.0,192.53696704823318,19.31908021213172,-72.47987755810463,DIVERGENT_REPLICATES,-26.580398672986455,-42.43473269014456,SUCCESS,False
SYN_PROBE_DEFECTIVE_CHIP_0019,DEFECTIVE_CHIP,probe,10.0,240.43273014051692,75.64691129177366,-25.399935068724048,DIVERGENT_REPLICATES,25.123488111524807,44.00263072467682,FAILURE,False
